seqid	qlen	length	pident	mismatch	qstart	qend	sstart	send	gaps	evalue	taxonomy
2994;size=14;	714	343	86.297	38	377	714	1048	1386	9	2.46e-95	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Eustigmatophyceae; Eustigmatales; environmental samples; uncultured Eustigmatales
7099;size=1683;	1314	586	99.829	1	2	587	272	857	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Clausocalanidae; Clausocalanus; Clausocalanus furcatus
2244;size=9;	792	74	98.649	0	1	74	1033	1105	1	1.09e-24	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9811;size=42;	542	72	95.833	3	1	72	22	93	0	5.670000000000001e-21	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; PX clade; Phaeophyceae; Fucales; Sargassaceae; Cystoseira; Cystoseira pustulata
9626;size=19;	741	754	84.881	88	1	741	1245	1985	26	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
213;size=15;	676	314	85.987	35	366	676	619	926	9	3.04e-84	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
7473;size=121;	653	87	95.402	4	567	653	932	846	0	1.4700000000000002e-27	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Gymnodiniales; Gymnodiniaceae; Margalefidinium; Margalefidinium fulvescens
11636;size=37;	903	166	88.554	19	738	903	116	281	0	2.61e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
12237;size=663;	516	516	97.868	7	1	516	232	743	4	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
12844;size=22;	635	462	97.403	10	174	635	3306	2847	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Tunicata; Appendicularia; Copelata; Oikopleuridae; Oikopleura; Oikopleura dioica
11567;size=4;	801	802	99.377	4	1	801	323	1124	1	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Catenulida; Stenostomidae; Stenostomum; Stenostomum leucops
8232;size=63;	669	669	98.804	8	1	669	1015	1683	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Spizellomycetales; environmental samples; uncultured Spizellomycetales
4173;size=104;	556	561	94.831	21	1	556	1000	1557	8	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9406;size=94;	692	351	89.744	28	343	692	1554	1897	8	1.07e-118	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4440;size=6;	1178	379	96.042	6	130	502	390	765	9	1.7299999999999998e-168	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
1502;size=7;	416	143	83.217	24	274	416	1195972	1195830	0	1.52e-25	cellular organisms; Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group; Halobacteria; Halobacteriales; Natrialbaceae; Halosolutus; Halosolutus gelatinilyticus
7106;size=21;	458	142	89.437	11	319	458	83812	83673	4	7.69e-39	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Sungiibacteriota; Candidatus Sungiibacteriota bacterium
8537;size=18;	1074	695	90.791	62	380	1074	15029	14337	2	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Oligostraca; Ostracoda; Podocopa; Podocopida; Cypridocopina; Cypridoidea; Cyprididae; Notodromas; Notodromas monacha
8580;size=10;	979	342	85.965	40	638	979	1255	1588	8	1.59e-93	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6163;size=9;	753	753	90.305	52	1	753	1162	1893	21	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5539;size=244;	586	586	100.0	0	1	586	249	834	0	0.0	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Urticaceae; Parietaria; Parietaria debilis
2226;size=19;	762	775	90.71	56	1	762	254	1025	16	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Heterobranchia; Euthyneura; Tectipleura; Cephalaspidea; Bulloidea; Haminoeidae; Haminoea; Haminoea orteai
10354;size=329;	1260	350	92.0	24	1	349	276079	276425	4	2.52e-132	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Arcobacter; Arcobacter roscoffensis
11533;size=871;	1239	75	96.0	2	1	74	307	381	1	1.04e-21	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Craspedida; Salpingoecidae; Salpingoeca; Salpingoeca fluviatilis
4292;size=7;	534	319	99.687	1	216	534	641	323	0	1.27e-161	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Catenulida; Stenostomidae; Stenostomum; Stenostomum leucops
6049;size=20;	1068	343	86.88	31	728	1067	538	869	14	2.2400000000000002e-97	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales; Pyronemataceae; Chaetothiersia; Chaetothiersia vernalis
6851;size=15;	571	322	96.894	10	229	550	3461	3782	0	3e-148	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Chytridiomycetes; Polychytriales; Polychytriales incertae sedis; Lacustromyces; Lacustromyces hiemalis
8092;size=21;	730	155	96.774	5	575	729	914	1068	0	1.22e-63	cellular organisms; Eukaryota; Eukaryota incertae sedis; Telonemida; Telonema; Telonema subtile
6535;size=9;	836	141	91.489	12	696	836	1031	1171	0	4.02e-44	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Caridea; Pandaloidea; Pandalidae; Pandalus; Pandalus montagui
6109;size=18;	503	146	97.945	3	358	503	135	280	0	3.82e-62	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
11376;size=11;	715	303	87.129	36	416	715	3704	4006	3	4.14e-88	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; PX clade; Phaeophyceae; Ectocarpales; Ectocarpaceae; Ectocarpus; Ectocarpus crouaniorum
5478;size=20;	856	368	92.935	16	489	856	1418	1775	10	3.5800000000000005e-144	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9877;size=5;	928	172	94.767	9	757	928	714	885	0	2.61e-66	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hookeriales; Daltoniaceae; Leskeodon; Leskeodon cubensis
9408;size=34;	566	329	91.793	17	247	566	285	612	10	5.1600000000000004e-121	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Parabodonida; Parabodo; Parabodo caudatus
9281;size=11;	711	364	87.912	36	352	711	1591	1950	8	1.43e-112	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
7698;size=3;	785	415	93.253	28	1	415	1030611	1031025	0	8.78e-170	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Phyllobacteriaceae; Mesorhizobium; unclassified Mesorhizobium; Mesorhizobium sp. AR10
7824;size=15;	712	303	87.129	36	413	712	3704	4006	3	4.13e-88	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; PX clade; Phaeophyceae; Ectocarpales; Ectocarpaceae; Ectocarpus; Ectocarpus crouaniorum
12054;size=5;	682	167	99.401	1	516	682	1309	1475	0	5.17e-77	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10463;size=69;	678	672	92.708	49	2	673	308	979	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Podoplea; Cyclopoida; Cyclopidae; Tropocyclops; Tropocyclops ishidai
3815;size=5;	887	371	84.906	37	521	887	1444	1799	19	5.16e-93	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8397;size=23;	578	160	97.5	2	1	158	254	413	2	1.23e-67	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia; Malassezia globosa
2638;size=4;	641	73	95.89	1	1	72	1479	1550	2	6.7700000000000004e-21	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
3770;size=31;	564	318	99.057	1	249	564	1618	1935	2	3.78e-157	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2881;size=5;	773	318	88.365	32	456	773	249	561	5	3.4300000000000002e-99	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8605;size=45;	553	398	98.744	4	2	399	1012	1408	1	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Peridiniales; Peridiniaceae; Scrippsiella; Scrippsiella hangoei
8472;size=60;	869	359	79.944	51	515	869	798	1139	21	4.1000000000000005e-59	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Catenulida; Catenulidae; Paracatenula; unclassified Paracatenula; Paracatenula sp. 'galateia' Dahab
10021;size=5;	864	179	93.855	9	687	864	402	579	2	2.42e-66	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Bacillariophyta; Coscinodiscophyceae; Thalassiosirophycidae; Thalassiosirales; Thalassiosiraceae; Conticribra; Conticribra weissflogii
5545;size=3;	791	204	92.157	12	591	791	1186	1388	4	2.19e-71	cellular organisms; Eukaryota; Cryptophyceae; Cryptomonadales; Cryptomonadaceae; Cryptomonas; Cryptomonas commutata
6186;size=14;	575	520	89.615	41	59	575	373	882	13	0.0	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Eubodonida; Bodonidae; Bodo; Bodo saltans
11520;size=31;	673	162	92.593	10	513	673	945	1105	2	2.44e-55	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Caenogastropoda; Littorinimorpha; Littorinoidea; Littorinidae; Mainwaringia; Mainwaringia leithii
11573;size=40;	589	589	100.0	0	1	589	333	921	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Cystofilobasidiales; Cystofilobasidiaceae; Cystofilobasidium; Cystofilobasidium macerans
8110;size=20;	698	701	93.438	42	1	698	324	1023	4	0.0	cellular organisms; Eukaryota; Sar; Stramenopiles; Oomycota; Saprolegniales; Saprolegniaceae; Aphanomyces; Aphanomyces piscicida
9250;size=3;	638	308	92.208	14	334	638	2540	2840	10	2.74e-114	cellular organisms; Eukaryota; Viridiplantae; Chlorophyta; core chlorophytes; Chlorodendrophyceae; Chlorodendrales; Chlorodendraceae; Tetraselmis; Tetraselmis chuii
11914;size=6;	442	145	97.241	4	298	442	1	145	0	5.56e-60	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; unclassified Nodamuvirales; Ripojast virus
10989;size=22;	747	356	93.82	14	394	747	1662	2011	8	8.630000000000001e-145	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1767;size=133;	1076	255	94.51	13	823	1076	2522085	2521831	1	1.73e-103	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Sulfurimonadaceae; Sulfuricurvum; Sulfuricurvum kujiense; Sulfuricurvum kujiense DSM 16994
5358;size=8;	474	203	79.803	25	4	201	310028	310219	16	4.87e-26	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Giovannonibacteria; unclassified Candidatus Giovannonibacteria; Candidatus Giovannonibacteria bacterium
12311;size=734;	726	166	88.554	19	561	726	116	281	0	2.07e-46	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
10191;size=9;	421	416	74.279	90	17	421	541	950	17	7.059999999999999e-34	cellular organisms; Archaea; Thermoproteati; Thermoproteota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfurisphaera; Sulfurisphaera javensis
8952;size=3;	647	296	83.108	42	359	647	1522	1816	8	8.3e-65	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
8093;size=10;	583	583	99.142	5	1	583	2777	3359	0	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Blastodiniales; Blastodinium; Blastodinium crassum
8511;size=67;	970	185	93.514	12	501	685	2135	2319	0	1.6299999999999998e-68	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5044;size=4;	565	565	97.345	11	1	565	322	882	4	0.0	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Eubodonida; Bodonidae; Bodo; Bodo saltans
3250;size=9;	493	322	86.646	27	177	493	621	931	16	7.76e-89	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Dicranidae; Dicranales; Dicranaceae; Holomitrium; Holomitrium arboreum
10682;size=45;	565	283	98.94	0	286	565	1	283	3	3.9e-137	cellular organisms; Eukaryota; Discoba; Euglenozoa; Kinetoplastea; Metakinetoplastina; Neobodonida; Rhynchomonadidae; Rhynchomonas; Rhynchomonas nasuta
11955;size=12;	551	554	95.668	18	3	551	1005	1557	6	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
5199;size=73;	1290	596	80.034	107	612	1203	1336921	1336334	12	4.419999999999999e-115	cellular organisms; Bacteria; Thermodesulfobacteriota; Desulfarculia; unclassified Desulfarculia; Desulfarculia bacterium
3995;size=5;	783	201	99.005	2	583	783	2080	2280	0	3.5e-94	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
6097;size=15;	586	332	90.964	27	257	586	688	1018	3	2.49e-119	cellular organisms; Eukaryota; Haptista; Centroplasthelida; Pterocystida; Pterista; Pterocystidae; Chlamydaster; Chlamydaster sterni
1278;size=6;	475	262	80.153	44	220	475	405301	405042	8	1.03e-42	cellular organisms; Bacteria; Bacteria incertae sedis; Bacteria candidate phyla; Patescibacteria group; Parcubacteria group; Candidatus Kaiserbacteria; unclassified Candidatus Kaiserbacteria; Candidatus Kaiserbacteria bacterium
8978;size=34;	775	358	92.458	23	418	775	1495	1848	4	1.17e-138	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4043;size=11;	758	350	89.714	26	1	348	801751	802092	10	1.52e-117	cellular organisms; Bacteria; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Arcobacteraceae; Aliarcobacter; Aliarcobacter lanthieri
7993;size=6;	846	348	83.333	32	513	846	606	941	26	3.02e-75	cellular organisms; Eukaryota; Sar; Rhizaria; Cercozoa; Granofilosea; Mesofilidae; Mesofila; Mesofila limnetica
9265;size=10;	716	311	89.389	28	408	716	1326	1633	5	5.26e-102	cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Chlorokybophyceae; Chlorokybales; Chlorokybaceae; Chlorokybus; Chlorokybus atmophyticus
10137;size=9;	487	292	89.041	28	200	487	732	1023	4	7.6e-94	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1539;size=83;	1042	626	97.923	13	417	1042	1	626	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Blastocladiomycota; environmental samples; uncultured Blastocladiomycota
3929;size=5;	436	171	98.83	1	267	436	954	1124	1	3.2e-77	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Platyhelminthes; Catenulida; Stenostomidae; Stenostomum; Stenostomum leucops
10149;size=6;	739	368	91.033	22	373	739	694	1051	11	5.21e-132	cellular organisms; Eukaryota; Sar; Stramenopiles; Developea; Developayellaceae; Develorapax; Develorapax marinus
1903;size=78;	666	374	99.733	1	1	374	33	406	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Multicrustacea; Hexanauplia; Copepoda; Neocopepoda; Gymnoplea; Calanoida; Clausocalanidae; Clausocalanus; Clausocalanus furcatus
1203;size=6;	654	295	94.915	14	357	651	1048	1341	1	2.77e-124	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
1243;size=9;	685	316	87.342	36	371	685	614	926	4	1.09e-93	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
2019;size=4;	1307	154	89.61	16	1154	1307	700	853	0	1.78e-44	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Synurophyceae; Synurales; Mallomonadaceae; Synura; Synura kristiansenii
335;size=12;	886	417	96.163	12	1	417	982	1394	4	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9130;size=3;	690	75	96.0	3	1	75	843	917	0	1.57e-22	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9201;size=3;	697	162	91.975	13	536	697	435237	435398	0	3.28e-54	cellular organisms; Eukaryota; Sar; Stramenopiles; Ochrophyta; Eustigmatophyceae; Eustigmatales; Monodopsidaceae; Nannochloropsis; Nannochloropsis oceanica
5340;size=12;	795	807	86.989	65	1	795	1889	2667	40	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
2702;size=2607;	1199	196	97.449	5	1004	1199	814	1009	0	3.3100000000000004e-86	cellular organisms; Eukaryota; Opisthokonta; Choanoflagellata; Acanthoecida; Acanthoecidae; Savillea; Savillea micropora
10220;size=14;	441	79	97.468	2	1	79	524548	524626	0	1.25e-26	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Betaproteobacteria incertae sedis; Candidatus Desulfobacillus; Candidatus Desulfobacillus denitrificans
10271;size=12;	720	333	89.79	32	385	716	1559	1890	2	1.1199999999999999e-113	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
9104;size=10;	724	430	94.651	23	1	430	967	1396	0	0.0	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; environmental samples; uncultured marine dinoflagellate
11183;size=37;	776	776	99.485	4	1	776	1179	1954	0	0.0	cellular organisms; Eukaryota; Opisthokonta; Fungi; environmental samples; uncultured fungus
4512;size=5;	678	301	87.375	31	380	678	631	926	7	1.41e-87	cellular organisms; Eukaryota; Sar; Alveolata; Colpodellida; Vitrellaceae; Piridium; Piridium sociabile
3913;size=76;	689	238	94.538	12	340	577	1236	1472	1	6.57e-96	cellular organisms; Eukaryota; Sar; Alveolata; Dinophyceae; Syndiniales; Amoebophryaceae; Amoebophrya; unclassified Amoebophrya; Amoebophrya sp. ex Akashiwo sanguineaum
11047;size=61;	506	506	99.802	0	1	506	234	738	1	0.0	cellular organisms; Eukaryota; Haptista; Haptophyta; environmental samples; Haptophyta environmental samples
